time,u,y
0.0,0.0026228806023875116,0.000190735
0.002,0.004563265695432693,0.000190735
0.004,0.00656996991229117,0.000190735
0.006,0.008574329843071786,0.000190735
0.008,0.010586081745910449,0.000190735
0.01,0.012603980115489613,0.000190735
0.012,0.01462519088427087,0.000190735
0.014,0.016660035895337773,0.00020286061252900234
0.016,0.01869523262666034,0.000572205
0.018000000000000002,0.02074101964139172,0.000572205
0.02,0.022807247992253605,0.000572205
0.022,0.024872135637209303,0.000572205
0.024,0.026945574809660106,0.000572205
0.026000000000000002,0.02902687896113032,0.000572205
0.028,0.031114989201072068,0.0005877129791368622
0.03,0.033208834693333335,0.000953674
0.032,0.035311257866006446,0.000953674
0.034,0.037424958656597014,0.000953674
0.036000000000000004,0.03954368050587397,0.000967613553379508
0.038,0.041666730897282414,0.0013495230359323626
0.04,0.04380768884821748,0.0017255771747017288
0.042,0.04595086200500954,0.002114668652173913
0.044,0.048102994726469187,0.0025216025064804326
0.046,0.05026381848986889,0.0037198849119561496
0.048,0.05242859762176968,0.0048015945668054725
0.05,0.054599728025491366,0.005562851595948827
0.052000000000000005,0.0567809378104622,0.00633690239989927
0.054,0.058964715950607094,0.007566824163232963
0.056,0.061151061566265055,0.00899174755943804
0.058,0.0633706193736159,0.009776467408346286
0.06,0.06558004597473785,0.010923782411674165
0.062,0.06778909190941135,0.012059366614176864
0.064,0.0700015922805408,0.01316556846206643
0.066,0.072247171723229,0.01396178745810188
0.068,0.07447856020311934,0.015097351316835305
0.07,0.07675164029035339,0.01626618797623009
0.07200000000000001,0.07901119199094807,0.017390639438995215
0.074,0.08127554402588881,0.018191955008077926
0.076,0.08354900101285867,0.01971303334553283
0.078,0.08582830838630398,0.021207166049241978
0.08,0.0881160673794457,0.02199713430620985
0.082,0.09040580331611447,0.023889131045574163
0.084,0.09270292983851745,0.02540727986646671
0.08600000000000001,0.09501787323410127,0.02658968605829757
0.088,0.09734707914912386,0.02846616658096828
0.09,0.09967310287958989,0.029641756927893736
0.092,0.1020072592407297,0.0315271646668661
0.094,0.10434634315819477,0.03305873404595369
0.096,0.1066866523621673,0.03460000080927475
0.098,0.10903644680452111,0.036454253143763216
0.1,0.11140139760297468,0.037957662066683134
0.10200000000000001,0.11378130056545001,0.039918134167705586
0.10400000000000001,0.1161594811874476,0.04146769481744518
0.106,0.11855406501836613,0.04337422575805297
0.108,0.1209486295976409,0.04526768342343096
0.11,0.12334558044483986,0.0468129881564482
0.112,0.12574772821874627,0.04869400770404456
0.114,0.12816554813179493,0.050629304282347395
0.116,0.13058868080191502,0.05250351677520222
0.11800000000000001,0.13302914589959358,0.054082560471877976
0.12,0.1354688516168446,0.056335780042694496
0.122,0.13791032999401343,0.057869202769011065
0.124,0.1403712316932698,0.05977343435767032
0.126,0.14282596305564763,0.06167925319995216
0.128,0.14528358789359416,0.06357702493955979
0.13,0.14776080173447742,0.0651141470807424
0.132,0.15024472438104333,0.06700530678458637
0.134,0.15274215637387656,0.06888486433390181
0.136,0.15524926862932062,0.07045773976651981
0.138,0.15775299118230468,0.07236294903769083
0.14,0.16026388186376672,0.07427194535571034
0.14200000000000002,0.16278937135314478,0.07619232449916825
0.14400000000000002,0.16531845819980948,0.0780941039062201
0.146,0.16783925530051633,0.08002323885430308
0.148,0.17036414161588684,0.08227038355853247
0.15,0.172940941646595,0.08457131378152859
0.152,0.1755011956302561,0.0864873905004787
0.154,0.178065262748538,0.08878490542971265
0.156,0.1806316306172475,0.09107388619649875
0.158,0.18320080232804423,0.09336066977536664
0.16,0.185798282393641,0.09563577684672228
0.162,0.1883826219134787,0.09756952037807555
0.164,0.19098049247516044,0.10015482213492347
0.166,0.19358484198027495,0.10243325834362367
0.168,0.19619015181791602,0.10478427902626189
0.17,0.19879612537553518,0.10708118913309438
0.17200000000000001,0.2014691268815852,0.1090090037779373
0.17400000000000002,0.2041010160483832,0.11128814452462527
0.176,0.206753672097782,0.11320879897373134
0.178,0.20940362363655837,0.11548136457760223
0.18,0.21204950722312588,0.11735452815646337
0.182,0.21470273047358263,0.11994663274435828
0.184,0.21739784021784778,0.1219721986865032
0.186,0.22007343162209853,0.1242427569031339
0.188,0.22275133825299473,0.12615557387868617
0.19,0.2254518123309558,0.12845677862903804
0.192,0.22815038178836486,0.1307603808354204
0.194,0.23086629050232557,0.1334156730768415
0.196,0.23357514110145441,0.1356797035867402
0.198,0.23626239888749126,0.13800660804957204
0.2,0.23897002614816637,0.1410151861389324
0.202,0.2417678402896025,0.14297383351433668
0.20400000000000001,0.24450777233364918,0.14563871006143994
0.20600000000000002,0.24724955874041227,0.14829662960297113
0.20800000000000002,0.25001270881417714,0.15096459444433816
0.21,0.25276549729976244,0.1532739126251455
0.212,0.25552457620932717,0.15588289724436452
0.214,0.258297147,0.15856005616284896
0.216,0.2610838090537571,0.16085194548254045
0.218,0.26386795380739486,0.16318546612004758
0.22,0.26669473073066347,0.16548701542882732
0.222,0.26950531985576237,0.16812646975969633
0.224,0.2723183917844797,0.17005600853448274
0.226,0.2751363213956149,0.17272040050113135
0.228,0.27796061197495825,0.17500701707999045
0.23,0.28078533534180056,0.17731371709595903
0.232,0.28361108080565883,0.17991665618701963
0.234,0.2864699244390244,0.18227310164014746
0.23600000000000002,0.2893278653991416,0.18492153129874475
0.23800000000000002,0.2921866004787171,0.18723328917714285
0.24,0.2950522697423123,0.1899003572935561
0.242,0.29792061855575347,0.19255620851434013
0.244,0.3007946965878411,0.19485801746069972
0.246,0.3036805136819579,0.19755907727849
0.248,0.30655603235035195,0.20058145338670158
0.25,0.3094578963203489,0.2032463802830549
0.252,0.3123726022999281,0.20591952351926976
0.254,0.3152944292158428,0.2085919450200286
0.256,0.3182135640511656,0.2112682630825516
0.258,0.3211431887840801,0.21406047847813517
0.26,0.32407389723971375,0.21671713267700535
0.262,0.3270101519345939,0.21902428736906376
0.264,0.3299442166290323,0.2215629381349159
0.266,0.33288422617860974,0.22423336483715192
0.268,0.3358452347837126,0.2268669556779008
0.27,0.33881866283094725,0.22956238471285356
0.272,0.34178950360438515,0.23223571836877235
0.274,0.3447648622365502,0.2349052552371711
0.276,0.34773662344810546,0.23757168969008752
0.278,0.3507088690947267,0.240234880481584
0.28,0.35372256536127883,0.24329889565051657
0.28200000000000003,0.35671031331209735,0.2459455405249074
0.28400000000000003,0.35970759754391335,0.24826602764600117
0.28600000000000003,0.3627116987585704,0.251257339328222
0.28800000000000003,0.36577282104757364,0.2543415027003826
0.29,0.368798354493327,0.2566676107824228
0.292,0.37182969870287347,0.2596939450673957
0.294,0.3748641473180955,0.2623567157038806
0.296,0.3779014709936716,0.26503098381038376
0.298,0.3809518135706141,0.2676803918478469
0.3,0.38400513668356706,0.269990204528845
0.302,0.3870808424735459,0.2726554282336169
0.304,0.39015366561973513,0.27533850770118234
0.306,0.3932257037934963,0.278013404201284
0.308,0.3962960234966043,0.2806902875363583
0.31,0.3993741034820075,0.28370668463423676
0.312,0.40245112283939427,0.2866718453780403
0.314,0.4055446793894887,0.2894423899639469
0.316,0.40865029502706296,0.292842187953824
0.318,0.4117889529716295,0.2955463271588298
0.32,0.4149047215270818,0.2985789149691462
0.322,0.4180281020550984,0.30164056694017705
0.324,0.42115528534949953,0.30470182486333647
0.326,0.4242873333331346,0.30771158999017967
0.328,0.4274259091511143,0.31040117281607327
0.33,0.430561629458772,0.31336976218218715
0.332,0.43369507986581585,0.3160988657302608
0.334,0.4368573888083473,0.31876618015849056
0.336,0.440032356823726,0.3214077854892363
0.338,0.4431940495622338,0.3241067063526135
0.34,0.446355419925117,0.3271383045183914
0.342,0.4495491176914995,0.3298808378307258
0.34400000000000003,0.4527306250384342,0.33251625877864494
0.34600000000000003,0.4559051087756776,0.33517666645638067
0.34800000000000003,0.459093175,0.3386272226154027
0.35000000000000003,0.4622985148023019,0.3416332187028015
0.352,0.4655121473357482,0.3447484798210588
0.354,0.4687186306331616,0.34772903476121025
0.356,0.47194479607225465,0.3511941917292065
0.358,0.47516525641332064,0.3542537550512882
0.36,0.4783898080536609,0.3573204925341394
0.362,0.48160785942704293,0.3603550237699752
0.364,0.484825032694639,0.36337690871085204
0.366,0.48809020724050783,0.36645300253060736
0.368,0.49132449079243035,0.3695068130185626
0.37,0.494578999411574,0.3721785083431725
0.372,0.4978521521255814,0.37524077590485183
0.374,0.5011108754201402,0.3778909086857419
0.376,0.5043720020745394,0.3809801364050392
0.378,0.5076424008599433,0.38401367240958756
0.38,0.5109011589004308,0.3866489132309158
0.382,0.5141890108498691,0.389697660525389
0.384,0.5174770859968799,0.3927847948703836
0.386,0.5207837877347888,0.39583497333417655
0.388,0.5240764843727165,0.39891732216700104
0.39,0.5273705754618517,0.4019465760845509
0.392,0.530686481617072,0.40538661218460986
0.394,0.5339971591538462,0.40844542324532296
0.396,0.537298724470775,0.4114575134073811
0.398,0.540592007376888,0.41448617837460394
0.4,0.5439263672209275,0.41761434317260343
0.402,0.5472382586683577,0.4210451322480703
0.404,0.5505617441182952,0.42408670941451904
0.406,0.5539403690319876,0.42717928727733145
0.40800000000000003,0.5572938007570628,0.43016705210023864
0.41000000000000003,0.5606320841263307,0.43359667402809315
0.41200000000000003,0.5639637238466579,0.43659306242842094
0.41400000000000003,0.567322786088556,0.4397226247480315
0.41600000000000004,0.5706891676018035,0.442686744446503
0.418,0.5740499718388415,0.4461939138820856
0.42,0.5774314308876898,0.4492550394780337
0.422,0.5807966777242868,0.45230186998217703
0.424,0.5841857581806913,0.4557384484561487
0.426,0.5875661415951103,0.4587893334158298
0.428,0.5909346655319723,0.4618476652255744
0.43,0.5942953559934971,0.46481833102529585
0.432,0.5977100595321428,0.4683180827060012
0.434,0.6011094145181098,0.47135524474688945
0.436,0.6045250797386635,0.4740178396325345
0.438,0.6079262400064065,0.47750165251262594
0.44,0.6113276556431139,0.48090927217343526
0.442,0.6147489238785281,0.4839743249167752
0.444,0.6181629551457887,0.4873790258639464
0.446,0.6215707894078389,0.4904487058424042
0.448,0.6249608384538965,0.49385636385823756
0.45,0.6283940014930681,0.4973055376866651
0.452,0.6318542603473684,0.5008015261071
0.454,0.6352969617835839,0.5042509880607569
0.456,0.6387359045303934,0.5075817181009857
0.458,0.6421760132708955,0.5106656521785116
0.46,0.6456205534327095,0.514111386051646
0.462,0.6490609395838172,0.5175368305638198
0.464,0.6525024026005514,0.5205407987482754
0.466,0.6559633514679943,0.5236389833907212
0.468,0.6594123338787152,0.5267288865800988
0.47000000000000003,0.6628873366772923,0.529749101963584
0.47200000000000003,0.6663489012406595,0.5331887480424129
0.47400000000000003,0.6698087406400335,0.5362115494301901
0.47600000000000003,0.6732905514681053,0.5397184659469143
0.47800000000000004,0.676761468451517,0.5431657445424737
0.48,0.6802227046523381,0.5465280310200957
0.482,0.6836818012515843,0.54997934030951
0.484,0.6871770573238575,0.5537038983861017
0.486,0.6906778353100609,0.5572214407372449
0.488,0.6941682999025409,0.5607015942680487
0.49,0.6976551541619794,0.5637655354576592
0.492,0.7011420720378534,0.5671683010806163
