time,des_dof_pos_left_ankle_pitch_joint,dof_pos_left_ankle_pitch_joint,dof_vel_left_ankle_pitch_joint,dof_tau_left_ankle_pitch_joint,des_dof_pos_left_ankle_roll_joint,dof_pos_left_ankle_roll_joint,dof_vel_left_ankle_roll_joint,dof_tau_left_ankle_roll_joint,des_dof_pos_left_hip_pitch_joint,dof_pos_left_hip_pitch_joint,dof_vel_left_hip_pitch_joint,dof_tau_left_hip_pitch_joint,des_dof_pos_left_hip_roll_joint,dof_pos_left_hip_roll_joint,dof_vel_left_hip_roll_joint,dof_tau_left_hip_roll_joint,des_dof_pos_left_hip_yaw_joint,dof_pos_left_hip_yaw_joint,dof_vel_left_hip_yaw_joint,dof_tau_left_hip_yaw_joint,des_dof_pos_left_knee_joint,dof_pos_left_knee_joint,dof_vel_left_knee_joint,dof_tau_left_knee_joint,des_dof_pos_waist_yaw_joint,dof_pos_waist_yaw_joint,dof_vel_waist_yaw_joint,dof_tau_waist_yaw_joint
0.0,0.239999995,-0.266084909,-0.196079254,0.334537506,0.300000012,-0.009649545,-0.00151062,0.250156403,0.600000024,0.018908262,0.046691895,-1.515220642,0.899999976,0.341296434,0.061798096,3.114120483,0.5,-0.009325743,0.075531006,0.461982727,1.5,0.879503489,-0.054626465,1.667201996,0.0,0.006632566,-0.05569458,-0.298282623
0.002,0.239999995,-0.26367596433292906,1.6868279119223772,11.458907340314129,0.300000012,-0.00844819516919345,0.5259733136804123,1.1536779394032746,0.600000024,0.0201221663232262,0.9851923933899333,12.462968348316554,0.899999976,0.34366047030685265,1.6693961222171012,16.014945317922983,0.5,-0.006916797332929048,1.854880016767738,11.865158541099454,1.5,0.8811007547028502,1.094645867879321,19.513434211498485,0.0,0.006632566,0.018500703171012736,-0.3781807655385082
0.004,0.239999995,-0.25699506871969063,3.3612925502919695,5.98151674655348,0.300000012,-0.005289034434265319,1.5032775606754314,0.7587230317475312,0.600000024,0.024098960145984533,2.277947456219155,9.229228783688043,0.899999976,0.3475484687552647,1.8988084136440215,14.608283243251993,0.5,-0.0002485505708506841,3.267293563526472,6.33273430378953,1.5,0.8850385689302795,1.964990905246044,16.84519643238632,0.0,0.006632566,-0.10146767956823319,-0.3603512554492564
0.006,0.239999995,-0.24893182615765766,4.193327917228782,5.0302747416593165,0.300000012,-0.0010427149604077762,2.197630733646278,0.6696334680595069,0.600000024,0.030247341429587484,2.9827950293755334,8.455740321611666,0.899999976,0.3509938024004267,1.7968434148148411,17.053270745330252,0.5,0.007433011159791371,4.107694250014699,6.154325532539118,1.5,0.8900748603985301,2.836339134812233,15.091947509652679,0.0,0.006632566,0.07719905434945472,-0.3746173376981982
0.008,0.239999995,-0.24012818150980392,4.66006589125251,4.483887819685079,0.300000012,0.004318583638689622,2.5729656339689146,0.48972230074390244,0.600000024,0.037134731527498806,3.4786804770203252,8.0402656421198,0.899999976,0.3544566655164993,1.5872150060624104,18.063328623873982,0.5,0.015825900575801053,4.269111253110474,6.03151167083142,1.5,0.89697205855165,3.3801425736245814,13.63918011343209,0.0,0.006622756975848876,0.07718385843065519,-0.32205901273959825
0.01,0.239999995,-0.2301064173794485,5.046167042338793,4.430768090774334,0.300000012,0.010492949291892529,2.9467524500108415,0.3352039456391704,0.600000024,0.04482679533796842,3.917875671403135,8.869479467271507,0.899999976,0.3591043391219656,2.56949796600766,16.62126978170363,0.5,0.024265127206457692,4.101420780213292,7.63697561340667,1.5,0.9050809338477492,4.170211514386048,11.427000206803323,0.0,0.006238391556799434,-0.09949259086165449,-0.29342607872920107
0.012,0.239999995,-0.21947260087981288,5.3914541828196,4.358421172436848,0.300000012,0.0173542842936308,3.495123013981288,0.21567414054767903,0.600000024,0.05241931978373516,3.928489037663548,12.267843825895646,0.899999976,0.3648274034147775,3.02864359884143,14.615226757717524,0.5,0.03184550277581864,3.8024452352192633,9.004884231851145,1.5,0.9141982801384191,4.616913562995322,11.60197063342977,0.0,0.005839676267242413,-0.35488627920690896,0.18916586241381791
0.014,0.239999995,-0.2079013466624955,5.557482414162435,3.605491209670196,0.300000012,0.02621352903814222,4.080988616364337,0.07660980909421249,0.600000024,0.060525807061364456,3.997609164267236,13.871384093546144,0.899999976,0.37255516806136446,3.9427650522245217,11.888766155948863,0.5,0.03919735706136446,3.669983256417519,9.729153287165804,1.5,0.9242602703375046,5.04237908511539,10.444434923808688,0.0,0.004295716361929973,-0.8048373804232944,0.8804177240925279
0.016,0.239999995,-0.19662564461904763,5.927001523173887,2.3776814469433107,0.300000012,0.034367516961570595,4.287040264297172,0.14619890730445162,0.600000024,0.06867979592922782,4.189730229179974,13.374579349346462,0.899999976,0.3807091569615706,4.1700466343754625,10.799314202800455,0.5,0.04735131510657596,3.920460398904762,8.630768389104666,1.5,0.9355111734390739,5.5634625360594345,7.819940655197756,0.0,0.002747259261248359,-0.9231291693492064,1.4785617865637906
0.018,0.239999995,-0.1839536296415634,6.240232429630124,1.2324853214318399,0.300000012,0.04322551537273594,4.456204690238322,0.1742847562669209,0.600000024,0.07752500195710199,4.496120463943756,12.330648278265015,0.899999976,0.3895287811258341,4.450540195259294,10.361931739720685,0.5,0.056195598957102,4.467597128509056,7.451590855166825,1.5,0.9474412651553861,5.951071180618684,6.543042822479505,0.0,0.0012112285071496664,-0.7150369908236415,1.586264865923737
0.02,0.239999995,-0.1712750057019962,6.382289257499525,0.7313962141835789,0.300000012,0.052811364750356464,4.702184409035171,-0.012677819562143536,0.600000024,0.08672758467324145,4.465746682136526,12.74363930831963,0.899999976,0.3979523378387595,4.189403698698551,10.906548617250357,0.5,0.06542348102851711,4.759898104543725,6.290767273632961,1.5,0.9601081606532795,6.3228732560742635,5.7290844991754994,0.0,-0.00033515879028041826,-0.6794315090442016,1.5852752220939879
0.022,0.239999995,-0.15790004738987917,6.6098941809125495,0.6565748502601986,0.300000012,0.06238507805586793,4.8117969322631895,-0.20015551424345018,0.600000024,0.095928722587989,4.703352209926307,13.060472357531284,0.899999976,0.4059838125500658,4.093056758579256,10.996510038253618,0.5,0.07539091357746142,5.11816678491231,4.891035015386649,1.5,0.9731343705995933,6.563739997474339,3.8994517764691947,0.0,-0.0022587280027515253,-0.8118750625364278,2.213523681150975
0.024,0.239999995,-0.144812876878264,6.5238452603623465,0.07532394377393585,0.300000012,0.07239209400655777,4.955547823193633,-0.09694151596089186,0.600000024,0.10592391067604626,4.812708112541433,12.589187921507452,0.899999976,0.4140410429241684,3.8432817441842135,11.067803764948492,0.5,0.08618096873363539,5.264133261898295,4.0390925035327285,1.5,0.9870036231132705,6.973136222553952,3.3334365477907473,0.0,-0.004568595751877906,-1.0899451207674975,3.303030453439013
0.026,0.239999995,-0.13178016147192084,6.477211257072016,-0.362442412661023,0.300000012,0.08236803026588768,4.953638482599857,0.07355223818504829,0.600000024,0.11555491280386312,4.92022837555908,10.687890049549184,0.899999976,0.4213445578599022,3.928731302699654,11.465388568300465,0.5,0.09732107730833432,5.6355714372514605,2.709287709459878,1.5,1.0011996205000597,7.152615750810302,2.2236243046037916,0.0,-0.006870393405985453,-1.1599428042109217,3.612720745214141
