time,des_dof_pos_right_ankle_joint,dof_pos_right_ankle_joint,dof_vel_right_ankle_joint,des_dof_pos_right_hip_pitch_joint,dof_pos_right_hip_pitch_joint,dof_vel_right_hip_pitch_joint,des_dof_pos_right_knee_joint,dof_pos_right_knee_joint,dof_vel_right_knee_joint
0.0,-0.34922738159534,-0.346704364,-0.032966614,0.0005150882391821207,-0.011872649,0.010990143,1.0406438446172135,1.003196597,-0.008080987
0.002,-0.3484641042863105,-0.346704364,-0.011305162323463753,0.001023921638325781,-0.011872649,0.010990143,1.0412798895078703,1.003196597,0.007849314948772177
0.004,-0.3476911340747161,-0.346704364,-0.010990143,0.001539244565570831,-0.011872649,0.010990143,1.0419240276472206,1.003196597,-0.024003386280172928
0.006,-0.34690874109657877,-0.346704364,-0.010990143,0.002060836955452602,-0.011872649,0.010990143,1.0425760999176763,1.003196597,-0.008082927109256812
0.008,-0.34612378134983857,-0.3463239824888836,-0.010990143,0.0025841445481401743,-0.011872649,0.010990143,1.0432301845249372,1.003196597,-0.008080987
0.01,-0.3453260087801765,-0.346322894,0.01098226287834608,0.003115999609852099,-0.011872649,0.010990143,1.0438950521632873,1.003196597,-0.024234363798518163
0.012,-0.3445229025122184,-0.346322894,0.01096395416883117,0.0036513939084515438,-0.011872649,0.010990143,1.0445642158769817,1.003196597,-0.008080987
0.014,-0.34371303403081666,-0.346322894,-0.010977176809579992,0.004191318192604006,-0.011872874029495046,0.010990143,1.0452391452311247,1.003196597,-0.008071453037045775
0.016,-0.34290008952874385,-0.346322894,0.010777497477111844,0.0047332752177602485,-0.012250428516281265,0.010990143,1.0459166033228158,1.003196597,0.007924630007550731
0.018,-0.34207308805234293,-0.346322894,0.03266392216480646,0.0052846031964945755,-0.011877903158157208,-0.01068739861909285,1.0466057666228687,1.0034732335471384,0.008080987
0.02,-0.34124048493255343,-0.34594403429891957,0.032966614,0.005839685194938522,-0.011872649,0.03266582946830732,1.0472996118045839,1.0031985163877553,-0.007970394860984395
0.022,-0.34039940004585073,-0.34632061846910045,0.01112123624146982,0.00640039808119403,-0.011872649,0.01112123624146982,1.0480004917662091,1.0034754237716534,-0.008080987
0.024,-0.33955080454719905,-0.345941424,0.032966614,0.006966134328724672,-0.011872649,0.010990143,1.0487076439979737,1.003477097,0.008029155036821474
0.026,-0.3386961420944206,-0.345941424,0.032966614,0.007535910463519313,-0.011872649,0.010990143,1.049419846037196,1.003477097,-0.008075227892980165
0.028,-0.33783386531632165,-0.34594102028163215,0.01101340125952493,0.00811075486283607,-0.011872649,0.010990143,1.0501384969314775,1.0034773938592427,0.008115193292803385
0.03,-0.3369660576724755,-0.34556475476281745,0.032690099136759174,0.008689296782883743,-0.011872649,0.010990143,1.0508616546496778,1.003754066673448,0.03999545818555974
0.032,-0.3360878512376922,-0.345559955,0.05491245129596142,0.00927476220705686,-0.011872649,0.032932172273297165,1.0515934682819166,1.003757596,0.040402133
0.034,-0.33520343571684375,-0.345559955,0.054946899,0.009864374329712308,-0.011872649,0.011060764842061414,1.052330471835263,1.004037193610688,0.05650937417769579
0.036,-0.33431024047661656,-0.345178485,0.03317130814734328,0.010459844864232879,-0.011872649,0.010990143,1.0530748061628488,1.0043199012042985,0.10511687771104478
0.038,-0.3334101213964715,-0.3451760743752235,0.07678449400584238,0.011059916947431159,-0.011875059624776441,0.01085124289769882,1.0538249005651448,1.0046026391230476,0.12150994784583284
0.04,-0.3325034698180305,-0.344797015,0.055087974776747504,0.011664346093125595,-0.012254119,-0.010990143,1.0545804550210514,1.0051636942774607,0.16999511758844507
0.042,-0.3315913221344137,-0.3447956196525074,0.07692337,0.012272458430886557,-0.012254119,-0.01090974313380531,1.0553406242183032,1.005722118017699,0.21804599518112094
0.044,-0.330670126651246,-0.3444180656277286,0.07692337,0.012886581387504472,-0.012254119,0.010844904532035397,1.0561082112631455,1.0059997385486725,0.18605664741474925
0.046,-0.32974089475330715,-0.34403680305111406,0.09874273528571428,0.013506077535454655,-0.012254119,0.010990143,1.0568826484015015,1.006280085764685,0.15375298294114143
0.048,-0.3288047362473272,-0.344034076,0.07706232883595801,0.014130185044903777,-0.01187506106275352,0.010990143,1.0576627557875982,1.0065608173779528,0.1374649385650203
0.05,-0.32786422983787966,-0.34365659143986704,0.14216775506232932,0.01475718280476474,-0.011872649,0.032737012973287426,1.058446502411197,1.0068401594631367,0.12137241035901698
0.052,-0.3269136368130606,-0.34328120294229414,0.12146008313124561,0.015390913280947256,-0.011872649,0.032966614,1.0592386912508072,1.0071161876425052,0.121203586
0.054,-0.3259519124455056,-0.34289341505786025,0.120880127,0.016032050925271577,-0.011872649,0.054730935501091704,1.0600400544591142,1.0074013330054585,0.15320438673471615
0.056,-0.3249846101202847,-0.342889667,0.120880127,0.01667693141672598,-0.011872649,0.054946899,1.0608461303274022,1.0079626160334414,0.18570748843521515
0.058,-0.32401579535928143,-0.3425120392739661,0.120880127,0.01732279927281437,-0.011872649,0.011432887905794525,1.0616534818399999,1.0085203174590591,0.21783867231662518
0.06,-0.32303060458397903,-0.3421289650304119,0.14272766516008142,0.017979605356538326,-0.011872649,0.05468901094396552,1.0624745413748957,1.0088048213521312,0.21816422
0.062,-0.32204236507822565,-0.34174730424508054,0.142856598,0.018638418281182925,-0.011872649,0.033084576173524144,1.0632980411502504,1.009364455271914,0.2020917658747764
0.064,-0.3210465364859323,-0.3413657892681531,0.142856598,0.019302304172627564,-0.011872649,0.011105436278168596,1.0641279268159276,1.009646493442113,0.18592786912793607
